Unique_Key|Record_Type|Borough|Block|Lot|Easement|Partial_Lot|Air_Rights|Subterranean_Rights|Property_Type|Street_number|Address|Unit
201500000000460000.00|L|3|6578|31|N|E|N|N|D2|1354|WEST 6TH STREET|
201500000000295000.00|L|3|4592|37|N|E|N|N|D3|35|EAST 51ST STREET|
201500000003500000.00|L|3|325|54|N|E|N|N|D4|26|TOMPKINS PLACE|
201500000002450000.00|L|3|325|54|N|E|N|N|D4|26|TOMPKINS PLACE|
201500000000280000.00|L|3|4978|51|N|E|N|N|D1|4405|FOSTER AVENUE|
201500000000140000.00|L|3|6745|65|N|E|N|N|D1|1371|EAST 16TH STREET|
201400000000000000.00|L|3|354|37|N|E|N|N|D3|145|SUMMIT STREET|
201500000000000000.00|L|3|7896|53|N|E|N|N|D2|1674|EAST 52nd STREET|
201500000000000000.00|L|3|7896|53|N|E|N|N|D2|1674|EAST 52nd STREET|
201500000000000000.00|L|3|7896|53|N|E|N|N|D2|1674|EAST 52nd STREET|
201500000000000000.00|L|3|1841|74|N|E|N|N|D3|311|HALSEY STREET|
201500000000000000.00|L|3|8676|6|N|E|N|N|CR|621|BRIGHTON BEACH AVE|
201500000000000000.00|L|3|1068|6|N|E|N|N|OT|105|8 AVENUE|
201500000000819691.25|L|3|8720|3039|N|E|N|N|SC|50|OCEANA DRIVE WEST|7D
201500000000200000.00|L|3|8720|3039|N|E|N|N|SC|50|OCEANA DRIVE WEST|7D
201500000000000000.00|L|3|8720|3039|N|E|N|N|SC|50|OCEANA DRIVE WEST|7D
201500000000000000.00|L|3|8720|3039|N|E|N|N|SC|50|OCEANA DRIVE WEST|7D
201500000000000000.00|L|3|8720|3039|N|E|N|N|SC|50|OCEANA DRIVE WEST|7D
201500000000000000.00|L|3|8720|3039|N|E|N|N|SC|50|OCEANA DRIVE WEST|7D
201500000000000000.00|L|3|8720|3039|N|E|N|N|SC|50|OCEANA DRIVE WEST|7D
201500000001050000.00|L|3|5321|48|N|E|N|N|D2|52|KERMIT PLACE|
201500000000749250.00|L|3|5321|48|N|E|N|N|D2|52|KERMIT PLACE|
201500000000050000.00|L|3|5321|48|N|E|N|N|D2|52|KERMIT PLACE|
199900000000000000.00|L|3|484|1|N|E|N|N|OT|571|COURT STREET|
199900000000000000.00|L|3|484|6|N|E|N|N|OT|563|COURT STREET|
199900000000000000.00|L|3|484|10|N|E|N|N|OT|222|BUSH STREET|
199900000000000000.00|L|3|484|12|N|E|N|N|OT|378|HAMILTON AVENUE|
199900000000000000.00|L|3|484|13|N|E|N|N|OT|380|HAMILTON AVENUE|
199900000000000000.00|L|3|484|26|N|E|N|N|OT|243|LORRAINE STREET|
199900000000000000.00|L|3|484|27|N|E|N|N|OT|241|LORRAINE STREET|
201500000000254000.00|L|3|5320|86|N|E|N|N|D2|23|KERMIT PLACE|
201500000000000000.00|L|3|7399|53|N|E|N|N|F1|2361|EAST 14TH STREET|
